mCode,mTitle,mUPC,mDesc,mBrand,mCurr,mLowest,mHighest,mImages,CurrUPC,ProductName,BrandName,ProductDesc,ProductScore,Subcatecory,Category
OK,"Campbell's Healthy Request Cream Of Chicken Soup, 10.75 Oz",051000059772,"Enjoy a delicate blend of tender chicken in a creamy chicken stock with 0 grams of trans fat per servingUse as an ingredient to pump up a classic dish or create new onesCount on this delicious soup to satisfy everyone? s appetiteGreat flavor the whole family will loveFor over 1,000 recipe ideas, visit CampbellsKitchen. comCampbell? s &reg; Condensed Healthy Request &reg; Cream of Chicken Soup is a smooth, delicate blend of tender chicken meat in a creamy chicken stock with 0 grams of trans fat per servin",Campbell Soup Company,,0,38.88,"['https://jetimages.jetcdn.net/md5/c7a865d7a6ea5e7675691d2dd05ccc56.500', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/1/18321.jpg', 'https://target.scene7.com/is/image/Target/GUEST_22949660-e631-4f8d-adbb-85368095658f?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/f59b4ddd-1692-47c3-866e-9fb3979c6c2a_1.7fa8088182c0c523eb4b8ebc3de82dc9.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'http://c.shld.net/rpx/i/s/i/spin/10127449/prod_ec_1576665202', 'http://www.meijer.com/assets/product_images/styles/xlarge/1001029_051000059772_A_400.jpg']",051000059772,Soup,Campbells,"Soup, Condensed, Cream of Chicken",38,Soups & Broths,Prepared meals
OK,NA,NA,NA,NA,NA,NA,NA,NA,025000040863,Lemonade,Simply,Strawberry Lemonade,35,Fruit Juice,Drinks
OK,NA,NA,NA,NA,NA,NA,NA,NA,688267097676,Cavatappi,Stop & Shop Brand,Cavatappi,21,Breakfast Cereals,Grains
OK,StarKist Tuna Creations Chunk Light Tuna Honey Bbq - 2.6oz,080000515926,"A classic Bbq flavor with a touch of honey and brown sugar to sweeten the deal. 14 grams of protein and 80 calories per single-serve pouch provide a smart boost of protein to any salad, wrap, or right from the pouch. Packed in our no-drain, flavor fresh pouch, it's easy to take anywhere and eat anytime. Just tear, eat and go!",StarKist,,0.99,36.95,"['https://jetimages.jetcdn.net/md5/998eb45907b5ad65c330320e0b70d255.500', 'https://target.scene7.com/is/image/Target/GUEST_9f9504e2-825b-4aa6-aedb-b79b601f640b?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/a2f5faf1-19a1-468c-b98d-334c043f332e_1.1489ec9b25ae6452ccc7ba16cf919b5a.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",080000515926,Tuna,Starkist,"Tuna, Creations, Honey BBQ",69,Prepared,Fish and seafood
OK,NA,NA,NA,NA,NA,NA,NA,NA,605049040538,Lemons,Sunkist,Fresh Lemons,100,Fresh,Produce
OK,NA,NA,NA,NA,NA,NA,NA,NA,041735009128,Beans ,Price Chopper Supermarket,"Beans, Black, Canned",60,Beans & Legumes,Legumes and nuts
OK,"Mondelez International MDZ03214 Mini Oreo Cookies, Portable Cups, 3. 5oz. , 8-CT",044000032142,Nabisco Go-Paks! Mini Oreo Chocolate Sandwich Cookies: Reach in to snackReclosable Nabisco sandwich cookies 3.5 oz,Mondelez Global LLC,,0,23.93,"['http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/4/1065504.jpg', 'https://i5.walmartimages.com/asr/a07c5773-9ff4-4346-b71c-e68e359c60a8_1.0d1157ab8a619f879eef2140552363bc.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'http://www.pcrush.com/images/180/1248896.jpg', 'http://img1.r10.io/PIC/66886266/0/1/250/66886266.jpg', 'http://www.restockit.com/images/Product/medium/MDZ03214.jpg', 'http://www.mwave.com/mwave/specHR/images/BH56453.jpg', 'http://c.shld.net/rpx/i/s/i/spin/10127449/prod_ec_1568830502', 'http://c.shld.net/rpx/i/s/pi/mp/4004/7634924818?src=http%3A%2F%2Fcontent.etilize.com%2F650%2F1025881428.jpg&d=d02cc48db249b07ebfc058f21c12bf3ff1a42694', 'http://site.unbeatablesale.com/img605/sprch47049.gif', 'http://images10.newegg.com/ProductImageCompressAll200/A86E_1_20150810507612935.jpg']",044000032142,Cookies,Oreo,"Cookies, Oreo, Mini",13,"Cookies, Candy, & Chocolate",Desserts
OK,Pringles BBQ Chips 5.57 oz. Can (Case of 14),038000183713,Pringles BBQ Chips 5.57 oz. Can SOLD ASCase of 14 PRODUCT DETAILS Flavor: BBQ Package Size: 5.57 oz.,Kellogg Snacks Keebler,,1.25,56.11,"['http://d2ul0w83gls0j4.cloudfront.net/products/12/600/1227957.jpg', 'http://images.jet.com/md5/d734632d76fd1b35524c1bf3285a6dff.500', 'https://tshop.r10s.com/56f/8e2/1a1e/b782/d089/badf/ce82/1156e8aab8c4544489145b.jpg?_ex=512x512']",038000183713,Potato Chips,Pringles,"Potato Chips, Barbecue",10,"Chips, Puffs, & Snack Mix",Snacks
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,007357465020,Lettuce,Giant Eagle,Wrapped Lettuce 1 ct,100,Fresh,Produce
OK,"Franks RedHot Buffalo Wings Sauce, 12 fl oz",041500818436,"Frank's RedHot Wings Sauce Hot Buffalo, 12 Oz",The French's Food Company,,0,55.99,"['https://jetimages.jetcdn.net/md5/23cf8341219c31b1639be6e5302e4481.500', 'http://8016235491c6828f9cae-6b0d87410f7cc1525cc32b79408788c4.r96.cf2.rackcdn.com/3368/82987150_1.jpg', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/5/767345.jpg', 'http://scene7.targetimg1.com/is/image/Target/13130096?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/edc1c8cd-4b2c-4f0d-a5be-eded4acb565d_1.dfc79118555d68944eb41e31423880b8.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",041500818436,Sauce,Franks,"Wings Sauce, Hot Buffalo",14,"Sauces, Gravies, & Marinade",Condiments
OK,Barbershop Harmony Society Little Saint Nick SSAA A Cappella arranged by Jon Nicholas,021000008605,You'll have 4-part a cappella harmony fun with this barbershop arrangement of the Beach Boys classic song!,Barbershop Harmony Society,,3.2,3.2,['https://tshop.r10s.com/ffd/0cd/c077/0cf0/50db/c61d/8035/11ace78e0d2c600c7376b2.jpg?_ex=512x512'],021000008605,Cottage Cheese,Breakstone's,Cottage Cheese With Pineapple,40,"Ricotta, Cottage Cheese, & Cheese Spreads",Dairy and eggs
OK,"Pompeian Robust Flavor Extra Virgin Olive Oil, 16 oz",070404000081,"Pompeian &reg; Extra Virgin Olive Oil. Quality since 1906.Imported. First cold pressed. Robust. Perfect for marinades, pastas and salad dressings. USDA Quality Monitored. Acidity less than 0.5%.16 fl oz.(1 pt.).473 ml.","Pompeian, Inc.",,0,123.59,"['https://jetimages.jetcdn.net/md5/2d31bcf841a1c0fc94a24c2684771131.500', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/3/54963.jpg', 'https://target.scene7.com/is/image/Target/GUEST_dd7b207c-ce75-431a-83f9-ff1b6d15d3cd?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/ceb68860-faf2-4f4a-a44f-f4d7948e6aa0_1.f4b6ff4a1c0c9884cb4ab156115cbf73.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'http://www.meijer.com/assets/product_images/styles/xlarge/1001029_070404000081_A_400.jpg', 'http://site.unbeatablesale.com/img676/bngla29337.gif']",070404000081,Olive Oil,Pompeian,"Olive Oil, Extra Virgin, Robust",80,Oil,Oil vinegar dressing
OK,Coronado Cajeta Quemada Leche De Cabra Dulce Goat Milk Candy 23oz From Mexico,688267043505,,,NA,12.99,12.99,[],688267043505,Celery,Stop and Shop,Celery Hearts,100,Fresh,Produce
OK,Gunter's Pure Clover Honey 12 oz,021273100129,"Pure Clover Honey from Gunter's is produced from the nectar of clover blossoms, resulting in a sweet, flowery flavor and pleasant mild taste. It is one of the most common honeys used in kitchens for its versatile use. With great antioxidants and health benefits, you'll love sweetening your tea or smoothie, soothing a sore throat, drizzling some over pastries or incorporating into savory and sweet meals.",Martha White,,3.19,56.26,"['https://d29pz51ispcyrv.cloudfront.net/images/I/Rzuyue4brgLr3AeWb.MD256.JPEG', 'https://jetimages.jetcdn.net/md5/2c48d257f101104c7dbc59f2cc6d54b9.500', 'https://target.scene7.com/is/image/Target/47977431?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/f01a061f-e082-4a23-9232-41b78cf35406_1.7874bbe48b09402470a8d8da2a8c99ed.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'https://tshop.r10s.com/b91/a5b/cf96/f437/2034/e165/d1c9/1152e7aff1a81e8495428d.gif?_ex=512x512', 'http://site.unbeatablesale.com/EB032/spdsp19400.gif', 'https://images10.newegg.com/ProductImageCompressAll200/A62V_1_201806071066033527.jpg']",021273100129,Honey,Gunters,"Honey, Pure, Clover",38,"Jams, Syrup, & Honey",Spreads dips
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,000000004027,RUBY RED GRAPEFRUIT,,RUBY RED GRAPEFRUIT,100,Fresh,Produce
OK,NA,NA,NA,NA,NA,NA,NA,NA,688267033612,Extra Large Eggs,Giant,"Extra Large Eggs, 1 Dozen",90,Eggs & Substitutes,Dairy and eggs
OK,"Marie Callenders Dutch Apple Pie, 42 Ounce -- 6 Per Case.",612781102615,,Marie Calenders,NA,6.86,7.68,['https://jetimages.jetcdn.net/md5/5c050473c25e331c88efcd733c7ba161.500'],612781102615,Pie,Marie Callender's,"Pie, Dutch Apple",0,Baking Mixes,Desserts
OK,Ragu Simply Traditional Pasta Sauce - 24oz,036200430972,"Enjoy the delicious taste of Rag? Simply. It contains no added sugar and is made with 100 percent olive oil and ingredients like tomatoes, onions, garlic, and basil. Rag? Simply brings you delicious sauces you can feel good about serving to your family.You can't go wrong with a classic. Try the authentic flavor of Rag? Simply Traditional Sauce, with flavorful ingredients like tomatoes, onions, and spices.",Ragu,,1.68,1.89,['https://target.scene7.com/is/image/Target/GUEST_994b1c7a-a66c-47aa-a375-5246079ae369?wid=1000&hei=1000'],036200430972,Sauce,Ragu,"Sauce, Traditional Pasta",34,"Sauces, Gravies, & Marinade",Condiments
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,081204900520,Strawberries,Pigs Produce,,100,Fresh,Produce
OK,"Nabisco Golden Double Stuf Oreo Sandwich Cookies, 20 oz",044000044701,Nabisco Golden Double Stuf Oreo Sandwich Cookies: Family sizeWonderfilledKosherPackage contains 20 oz. of Nabisco Oreo cookies,Mondelez Global LLC,,3.34,39.99,"['https://jetimages.jetcdn.net/md5/ea6cd8cb617a840f4702bfbbd13b752d.500', 'http://target.scene7.com/is/image/Target/50395124?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/df7a1c91-c16a-4d98-b760-6c83b43770f2_1.e413221cb6d26ea6dfe91ed4c36a12cf.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",044000044701,Cookies,Oreo,Golden Double Stuff Oreo,0,"Cookies, Candy, & Chocolate",Desserts
OK,NA,NA,NA,NA,NA,NA,NA,NA,761010042250,Avocado,,Avocado,100,Fresh,Produce
OK,Coffee Classic Roast Regular Ground 33.9 oz.,025500204215,"Made from Mountain Grown beans, the world?? richest and most aromatic. Folgers Classic Roast Coffee has been The Best Part of Wakin??Up for more than 150 years. Size: 30.5oz.",Folgers,,3.21,4129.42,"['https://target.scene7.com/is/image/Target/GUEST_fb5a0379-d998-421e-8763-7a4931ea8e39?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/13fea455-ba33-4021-bf2d-80f91a980cad_1.21ddd1973094ae86d834bb638efbe629.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'http://c.shld.net/rpx/i/s/i/spin/10072313/prod_2167255212', 'http://c.shld.net/rpx/i/s/i/spin/10072313/prod_2167255212', 'http://site.unbeatablesale.com/ACHW57826.JPG', 'https://images10.newegg.com/ProductImageCompressAll200/A4NM_1_201606211466096595.jpg', 'https://pics.drugstore.com/prodimg/563523/450.jpg', 'http://content.oppictures.com/Master_Images/Master_Variants/Variant_100/233786.JPG', 'http://s3images.shopletcdn.com/productimages/500x500/601915.JPG', 'http://images.prosperentcdn.com/images/250x250/www.cw-usa.com/common/images/products/large/coffee-folgers-canister-classic-roast-regular-2550020421.jpg']",025500204215,Coffee,Folgers,"Coffee, Ground, Classic Roast, Medium",100,Coffee (beans & instant),Coffee tea water
OK,Pepperidge Farm - Light Style Oatmeal Bread 16.00 oz,014100071600,,Pepperidge Farm,,0,0,['http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/1/44951.jpg'],014100071600,Bread,Pepperidge Farm,Light Style Oatmeal Bread,75,Pasta & Noodles,Grains
OK,Mission Street Tacos Flour Tortillas 24 ct,073731071519,"Mission Street Taco Flour Tortillas may be miniature in size, but they're still big on flavor. Our flour tortillas have a soft texture and authentic, fresh baked flavor that makes them the perfect complement to any culinary combination you can imagine. Whether you fill them with traditional carne asada or switch it up with tandoori shrimp, our tortillas will inspire a world of possibilities. You can also feel good about serving our tortillas to your friends because they're certified kosher and don't contai...",Mission,,1.72,2.19,['https://target.scene7.com/is/image/Target/GUEST_b2be2175-2640-4a0f-b328-07383d7ca085?wid=1000&hei=1000'],073731071519,Tortillas,Mission Street ,Mini Flour Tortillas,75,Bread Products,Grains
OK,NA,NA,NA,NA,NA,NA,NA,NA,071921925802,Pizza,DiGiorno,Cheese Stuffed Crust Pepperoni Pizza,10,Meals & Entrees,Prepared meals
OK,"Lipton Citrus Green Tea, 16.9 fl oz, 12 count",012000012761,Delicious FlavorRefreshing Iced Teatastemeal time,Pepsico,,0,27.95,"['https://jetimages.jetcdn.net/md5/c4936ee31a534c3154fe748546af50f0.500', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/2/392142.jpg', 'http://scene7.targetimg1.com/is/image/Target/12953925?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/6dff8af3-c72b-46dd-87b9-93d66d24e0af_1.2c7071c61417d00656f3523c3dcd2dc2.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'https://images.frys.com/art/product/300x300/8117605.01.prod.jpg', 'http://c.shld.net/rpx/i/s/i/spin/10127449/prod_ec_1682213602']",012000012761,Green Tea,Lipton,"Green Tea, Citrus",40,Prepared Tea & Coffee,Drinks
OK,Oreo Mil's Favorite Chocolate Sandwich Cookies - 9.5oz,044000053710,"Take a delicious break with Oreo Chocolate Cookies, the favorite of millions around the world since 1912. Supremely dunkable, Oreos sandwich a rich creme filling between the bold taste of two chocolate wafers-making them milk's favorite cookie. The resealable container with easy-pull tab keeps cookies fresh and now comes in a new party size pack that's perfect for snacking, sharing, or traveling. Oreos are a kosher food that contains zero trans fats. This includes 25.5oz Party Size package of Oreo Chocolat...",Oreo,,4.5,5.25,"['https://jetimages.jetcdn.net/md5/2bd41c573bf16e2fb092b9a9e0661163.500', 'https://target.scene7.com/is/image/Target/GUEST_95ebbde1-9b43-48a5-9e9c-2267f5895ca4?wid=1000&hei=1000']",044000053710,Cookies,Oreo,Original Party Size Cookies,0,"Cookies, Candy, & Chocolate",Desserts
OK,"Morningstar Farms Meal Starters Vegetarian Grillers Crumbles, 12 Oz (Frozen)",028989101426,"If our Grillers Crumbles had a middle name, it would be ""versatility."" Cook up a veggie sloppy joe or add to spaghetti to have a flavorful meatless Italian dinner!",MorningStar Farms,,4.99,5.5,['https://jetimages.jetcdn.net/md5/d0e8c26d4bc0f93183f7b740f4564572.500'],028989101426,Crumbles,Morningstar Farms,Meal Starters Grillers Veggie Crumbles,70,Appetizers & Sides,Prepared meals
OK,NA,NA,NA,NA,NA,NA,NA,NA,725439950046,Bacon,Nature's Place,Applewood Smoked Uncured Bacon,29,Pork,Meats
