mCode,mTitle,mUPC,mDesc,mBrand,mCurr,mLowest,mHighest,mImages,CurrUPC,ProductName,BrandName,ProductDesc,ProductScore,Subcatecory,Category
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110897367,Green Peas,Kroger,Green Peas,90,Frozen,Produce
OK,NA,NA,NA,NA,NA,NA,NA,NA,072322553229,Ground Turkey,Shady Brook Farms,Fresh 99% Lean,85,Chicken & Poultry,Meats
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,088810901001,Cupcakes,Hostess,"Cupcakes, Creamy Filling",0,Pastries,Desserts
OK,Dell 1tb 7.2k 6gbps Sata 3.5 Hdd For Poweredge T440,011110606112,,Dell,NA,99,99,[],011110606112,Muffins,Bakery Fresh Goodness,Double Chocolate Chip Muffins,0,Pastries,Desserts
OK,"Kellogg's Special K Chocolatey Delight Cereal, 13.1 oz",038000786693,"Kellogg's Special K Chocolatey Delight Cereal: Crunchy rice and wheat flakes with chocolatey piecesWhole grains stamp: 9g or more per serving120 nourishing calories, fiber, vitamin D, and folic acidServe them with milk or your favorite milk alternativePerfect for breakfast",Kellogg Sales Co.,,0,140.92,"['https://jetimages.jetcdn.net/md5/cacd5546576c385a0e09d74ff974970b.500', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/7/1113067.jpg', 'https://target.scene7.com/is/image/Target/GUEST_b72e979d-a77b-41bd-b84f-dcd015748d64?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/c726e497-4f30-4d4d-b5c9-57b4042c0d93_1.dc5586e0c3bd5a41e12d139eb3b4e145.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'http://pics1.ds-static.com/prodimg/499108/300.JPG', 'https://tshop.r10s.com/48e/17b/a506/e7f4/f020/5c67/7be7/11d6e989030242ac110005.jpeg?_ex=512x512', 'http://c.shld.net/rpx/i/s/i/spin/10127449/prod_ec_1692338602', 'http://c.shld.net/rpx/i/s/i/spin/10127449/prod_ec_1692338602', 'https://images10.newegg.com/ProductImageCompressAll200/AC8Z_1_201711101878789085.jpg', 'https://pics.drugstore.com/prodimg/499108/450.jpg']",038000786693,Cereal,Special K,"Cereal, Chocolatey Delight",77,Bread Products,Grains
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110712950,Pizza Sauce,Kroger,"Pizza Sauce, Pizza Parlor Style",46,"Sauces, Gravies, & Marinade",Condiments
OK,Laura's Lean Beef - Beef - Ground 16.00 oz,612669316714,Find Meat And Poultry at Target.com! Laura's Lean Beef 8% Fat Ground Beef 1-lb.,Laura's Lean Beef,,0,6.99,"['http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/2/281342.jpg', 'http://scene7.targetimg1.com/is/image/Target/13435610?wid=1000&hei=1000']",612669316714,Ground Beef,Laura's,Ground Beef,65,Beef & Veal,Meats
OK,"Welch's Natural Concord Grape Spread, 18 oz",041800501694,Welch's &reg; Natural Concord Grape Spread. Family farmer owned. No high fructose corn syrup.Net Wt 18 oz (1.12 lb) 510 g.,Welch's,,2.39,28.99,"['https://jetimages.jetcdn.net/md5/ca62b613f0f5181bc00423a3482c51ec.500', 'https://target.scene7.com/is/image/Target/GUEST_00912de1-22c3-42f8-9b18-971670247d5c?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/92effd83-e742-42e6-91eb-2ced18dbd38c_1.1c7d5e05f55ccc93386584f844051b20.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'https://tshop.r10s.com/997/261/663a/3be9/f01f/5ce4/814f/11bfe9ad990242ac110004.jpg?_ex=512x512']",041800501694,Grape Spread,Welch's,"Grape Spread, Natural Concord",38,"Jams, Syrup, & Honey",Spreads dips
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,003003410263,Flour,Giant Eagle,"Flour, All Purpose",80,"Flour, Meal, & Starch",Baking ingredients
OK,Jell-O - Temptations Lemon Meringue Pie Snacks 13.40 oz,043000050842,,Jell-O,,0,0,['http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/0/1051040.jpg'],043000050842,Temptations by JELL-O Lemon Meringue Pie Snacks,,,2,Pudding & Gelatin,Desserts
OK,NA,NA,NA,NA,NA,NA,NA,NA,025000100611,Lemonade,Simply,Light Lemonade,40,Fruit Juice,Drinks
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110876911,Broth,Simple Truth,"Broth, Fat Free, Free Range Chicken",17,Soups & Broths,Prepared meals
OK,NA,NA,NA,NA,NA,NA,NA,NA,071537920987,Seltzer,Polar,"Seltzer, Variety Pack",100,Unsweetened Water,Coffee tea water
OK,NA,NA,NA,NA,NA,NA,NA,NA,041268188758,Hannaford Pizza Dough 18 oz,Hannaford Supermarkets,Hannaford Pizza Dough 18 oz,57,Bread Products,Grains
OK,Banquet Frozen Boneless Pork Rib Meal 10 oz,031000007386,"Find Prepared Appetizers, Meals And Sides at Target.com! Banquet Frozen Boneless Pork Rib Meal 10 oz",Banquet,,1.02,3.82,"['https://jetimages.jetcdn.net/md5/d9fbcff49fd5b3e85715f10b073a0686.500', 'http://scene7.targetimg1.com/is/image/Target/12935639?wid=1000&hei=1000']",031000007386,Pork,Banquet,BBQ Pork Rib,15,Meals & Entrees,Prepared meals
OK,"Di Giorno Cheese Stuffed 5 Cheese Pizza, 22.2 Oz (Frozen)",071921206161,"DIGIORNO CHEESE STUFFED CRUST frozen pizza is the best. How do we know? Each pizza is made with only the best stuff, without any artificial flavors. We start with our preservative free crust, stuffed full with cheese and then topped with our signature sauce, made from scratch using California vine ripened tomatoes. Next, we layer on mouthwatering toppings and 100% real cheese. The result? The undeniably delicious taste of DIGIORNO frozen pizza that can only come from the best place of all: your",DiGiorno,,8.99,10.36,['https://jetimages.jetcdn.net/md5/73c7a8a38449e052f5ca8be41039ac1f.500'],071921206161,Pizza,DiGiorno,Cheese Stuffed Crust Five Cheese Pizza,22,Meals & Entrees,Prepared meals
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,060699101045,Ciabatta With Oil,Chabaso Bakery,"Ciabatta With Oil, Olive ",36,Pasta & Noodles,Grains
OK,Dove Promises Dark Chocolate & Almond Candies - 7.6oz,040000525400,Experience the pleasure of Dove Promises Silky Smooth Almonds and Dark Chocolate. Every bite of enjoyment is filled with almond pieces and contains only the finest quality cacao. Dove Promises Chocolates are a gourmet indulgence designed to uplift your day. Give yourself a bright spot in your afternoon with a delicious bite of dark chocolate and almond nuts.,Dove Chocolate,,3.5,31.88,"['http://images.jet.com/md5/150e780aa5fe55bfe0843364184b306c.500', 'https://target.scene7.com/is/image/Target/GUEST_1b1fc26c-8930-480a-af99-cbfeeb21e345?wid=1000&hei=1000']",040000525400,Candy ,Dove,"Candy, Dark Chocolate & Almond",0,"Cookies, Candy, & Chocolate",Desserts
OK,NA,NA,NA,NA,NA,NA,NA,NA,077567603326,Ice Cream,Breyers,Chocolate Peanut Buter Ice Cream,4,"Ice Cream, Sorbets, & Popsicles",Desserts
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,003003403056,Bacon,Gaint Eagle,"Bacon, Smoked",22,Pork,Meats
OK,NA,NA,NA,NA,NA,NA,NA,NA,761010042250,Avocado,,Avocado,100,Fresh,Produce
OK,NA,NA,NA,NA,NA,NA,NA,NA,021000067473,Breakfast Entrée,Kraft,"Breakfast Entrée, Denver Egg Scramble Kit",34,Meals & Entrees,Prepared meals
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,007641090149,Cookie & Cracker Variety ,Lance,Cookie & Cracker Variety ,14,"Cookies, Candy, & Chocolate",Desserts
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110916594,Carrots,Simple Truth,"Organic, Cut & Peeled Baby Carrots",100,Fresh,Produce
OK,NA,NA,NA,NA,NA,NA,NA,NA,020735092729,Iced Tea,Turkey Hill,Diet Iced Tea,80,Prepared Tea & Coffee,Drinks
OK,"Fritos(r) Scoops!(r) Corn Chips, 18 oz",028400337281,"18.0 oz. bag of FRITOS SCOOPS! Corn Chips Made with just three ingredients: corn, salt and oil SCOOPS! design is ideal for pairing with a tasty FRITO LAY dip Share the bag at your next party Gluten free","Frito-Lay, Inc.",,2.98,49.87,"['http://d2ul0w83gls0j4.cloudfront.net/products/61/600/611303.jpg', 'https://jetimages.jetcdn.net/md5/ef4c105b1f46bb8db9c5a756bdea9d6b.500', 'https://target.scene7.com/is/image/Target/13326798?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/912fd421-0789-4ac5-8b71-4107f4134163_1.34af60364547d13932b571a3e1d582f7.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",028400337281,Chips,Fritos,"Chips, Scoops",34,"Chips, Puffs, & Snack Mix",Snacks
OK,Premium Matte Anti Glare Screen Protector Scratch Guard for Motorola DROID BIONIC XT875,033383115023,"Protect your Motorola DROID BIONIC XT875 with a high quality Anti-Glare screen protector. Made of a special micro thin polymer, this screen protector reduces glare and improves clarity. It truly is the ultimate solution in protecting your screen from fingerprints, dirt, scratches, smudges, and grease. It is custom designed to fit your Motorola DROID BIONIC XT875 perfectly. Once applied to the device the screen protector adheres completely and does not slide or move. Easy to remove ? simply peel it off and",Generic,,4.95,4.95,['https://i5.walmartimages.com/asr/493573a2-fafe-44fb-b4b8-2617a185dbe9_1.9ac4a14a9d85490edd4984544d0fc344.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff'],033383115023,Lemons,,"Lemons, 2 lb bag",100,Fresh,Produce
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,000000003126,Plum,,Plum,100,Fresh,Produce
OK,NA,NA,NA,NA,NA,NA,NA,NA,077890440919,Clementines,Wegmans,Clementines,100,Fresh,Produce
OK,"Turkey Hill Lemon Iced Tea, 128 Fl Oz",020735092750,"Turkey hill iced tea is made the cold-fashioned way. It's bottled cold, shipped cold, and stored cold to preserve its all-natural flavor and just- made taste. So it' as fresh when you buy it as when we made it.",Turkey Hill,,2.79,4.8,['https://jetimages.jetcdn.net/md5/ba1f00c95a86b06a0c656db5581228e9.500'],020735092750,Iced Tea,Turkey Hill,Iced Tea,30,Prepared Tea & Coffee,Drinks
OK,NA,NA,NA,NA,NA,NA,NA,NA,036632008695,Yogurt,Oikos,Coffee Triple Zero Blended Nonfat Greek Yogurt,85,Yogurts & Dairy Drinks,Dairy and eggs
OK,"Oikos Triple Zero Greek Yogurt, Salted Caramel, 5.3 Oz",036632008787,"Dannon Oikos Triple Zero Salted Caramel is made with the sweetness of Stevia, a zero-calorie sweetener and sugar substitute sourced from the stevia rebaudiana leaf.",Oikos,,1.09,3.72,['https://jetimages.jetcdn.net/md5/5e850f610ccda78c8a45dd1c4deefe84.500'],036632008787,Yogurt,Oikos,Salted Caramel Greek Yogurt,90,Yogurts & Dairy Drinks,Dairy and eggs
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,003582608974,Milk,Food Lion,"Milk, Whole",63,Milk & Substitutes,Dairy and eggs
OK,NA,NA,NA,NA,NA,NA,NA,NA,041735013439,Apple Sauce,Price Chopper,Unsweetened Apple SAuce,65,"Sauces, Gravies, & Marinade",Condiments
OK,NA,NA,NA,NA,NA,NA,NA,NA,021000062362,Dip,Philadelphia,Chive & Onion Bagel Chips & Cream Cheese Dip,26,"Dips, Salsa, & Hummus",Spreads dips
OK,Oreo Mil's Favorite Chocolate Sandwich Cookies - 9.5oz,044000053710,"Take a delicious break with Oreo Chocolate Cookies, the favorite of millions around the world since 1912. Supremely dunkable, Oreos sandwich a rich creme filling between the bold taste of two chocolate wafers-making them milk's favorite cookie. The resealable container with easy-pull tab keeps cookies fresh and now comes in a new party size pack that's perfect for snacking, sharing, or traveling. Oreos are a kosher food that contains zero trans fats. This includes 25.5oz Party Size package of Oreo Chocolat...",Oreo,,4.5,5.25,"['https://jetimages.jetcdn.net/md5/2bd41c573bf16e2fb092b9a9e0661163.500', 'https://target.scene7.com/is/image/Target/GUEST_95ebbde1-9b43-48a5-9e9c-2267f5895ca4?wid=1000&hei=1000']",044000053710,Cookies,Oreo,Original Party Size Cookies,0,"Cookies, Candy, & Chocolate",Desserts
OK,"El Monterey - Supreme Single Egg, Cheese, Salsa And Bacon Burrit 4.50 oz",071007146909,,El Monterey,,0,0,['http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/2/987452.jpg'],071007146909,Burrito,El Monterey,"Burrito, Egg & Bacon",32,Meals & Entrees,Prepared meals
OK,Morning Star Farms Veggie Burgers Grillers Original - 4 CT,028989100825,"Morning Star Farms Veggie Burgers Grillers Original - 4 CT.260mg, sodium, 11% DV. Per 1 burger.100% vegetarian. Classic burger, veggie-style.57% less fat, than regular ground beef.15g protein. No cholesterol. New resealable pack. Same amount of food. Multi-layer-bag. how2recycle.info*Regular ground beef contains 14g total fat per serving (64g), Morning Star Farms &reg; Grillers &reg; original burgers contain 6g total fat per serving (64g).Discover delicious meal ideas at: morningstarfarms.com. Questions or...",Kellogg Company,,3.9,4.99,"['https://jetimages.jetcdn.net/md5/a1a3d270eea0478df1c0ed1c885eba3f.500', 'https://i5.walmartimages.com/asr/44c0d2aa-7f30-45b7-8946-f785aa1b3373_1.b5af836ed605dd92a0a01cd919f8410d.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",028989100825,Burgers,MorningStar Farms,Original Burgers,65,Meals & Entrees,Prepared meals
OK,NA,NA,NA,NA,NA,NA,NA,NA,070247178114,Meatballs,Carando,Italian Style Meatballs,8,Pork,Meats
OK,NA,NA,NA,NA,NA,NA,NA,NA,097928094969,Rice Pudding,Senor Rice,Rice Pudding,8,Pudding & Gelatin,Desserts
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,066529000142,Strawberries,Giant,Strawberries,100,Fresh,Produce
OK,"Mccormick Coarse Ground Black Pepper, 3.12 Oz,new,fast Ship....",005210003025,,McCormick,NA,6.89,7.1,[],005210003025,Black Pepper,McCormick,"Black Pepper, Course Ground",100,Spices,Seasonings
OK,NA,NA,NA,NA,NA,NA,NA,NA,036632013101,"Light & Fit, Nonfat Yogurt, Strawberry Cheesecake",Dannon,"Light & Fit, Nonfat Yogurt, Strawberry Cheesecake",40,Pastries,Desserts
OK,NA,NA,NA,NA,NA,NA,NA,NA,077890944271,Milk,Wegman's,Vitamin D Milk,74,Milk & Substitutes,Dairy and eggs
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,005100024637,Condensed Soup,Campbell's,Condensed Cheddar Cheese Soup,18,Soups & Broths,Prepared meals
OK,"Folgers Gourmet Supreme Dark Roast Ground Coffee, 24.2 oz",025500205366,Folgers Gourmet Supreme Dark Roast Ground Coffee: Deep and full bodied100% pure coffeeMountain grownFor all coffee makersMakes up to 210 6 fl oz cupsKosher,The Folger Coffee Company,,3.41,48.99,"['http://images.jet.com/md5/a2b15785b579c5512fe544e747840a72.500', 'http://images10.newegg.com/ProductImageCompressAll200/V01F_131345714520449554F4h7bwSUHa.jpg', 'https://target.scene7.com/is/image/Target/GUEST_8833084e-1085-4990-827d-1e07ab217f41?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/a1dd5271-6132-4864-931f-dad560f24908_1.871147cfef5ed26d33d3759caab8f6e3.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'http://c.shld.net/rpx/i/s/i/spin/10072313/prod_1502228712', 'http://c.shld.net/rpx/i/s/i/spin/10072313/prod_1502228712', 'https://pics.drugstore.com/prodimg/563520/450.jpg', 'http://scene7.samsclub.com/is/image/samsclub/0002550020536_A?$img_size_211x208$', 'http://images.prosperentcdn.com/images/250x250/DGC.imageg.net/graphics/product_images/pDGC1-15254131v140.jpg']",025500205366,Folgers Gourmet Supreme Dark Roast Ground Coffee,,,100,Coffee (beans & instant),Coffee tea water
OK,"Newman's Own: Black Bean & Corn Medium Salsa, 16 Oz",020662002761,So good it oughta be outlawedAll natural,NEWMAN'S OWN,,0,117.25,"['https://jetimages.jetcdn.net/md5/0349c561bd0e1654101feda7f6b2e680.500', 'http://8016235491c6828f9cae-6b0d87410f7cc1525cc32b79408788c4.r96.cf2.rackcdn.com/1705/61380963_1.jpg', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/0/474770.jpg', 'http://scene7.targetimg1.com/is/image/Target/13217685?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/e3711198-f81f-4e5d-9668-41a0b781fd19_1.5631922ea74f0dab9a9a4024a94e4efc.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",020662002761,Salsa,Newman's Own,"Salsa, Black Bean & Corn",72,"Dips, Salsa, & Hummus",Spreads dips
OK,"Wish-Bone Salad Dressing, House Italian, 15 Fl Oz",041321006487,Wish-Bone House Italian Dressing: Made with Parmesan cheeseContains 600mg ALA per serving which is 37% of the daily valueWish-Bone dressing contains no high-fructose corn syrup,Wishbone,,1.98,20.99,"['https://jetimages.jetcdn.net/md5/87dc24a014b9a1e1bbd1477269786287.500', 'https://target.scene7.com/is/image/Target/GUEST_868b961e-9499-49fc-a28b-3a3cbb2407d2?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/5ba89865-4a87-4a47-8af4-9634f9ff86c7_1.05150b2288b933013513153cdb6eb637.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",041321006487,Dressing,Wish-Bone,House Italian Dressing,25,Salad Dressing,Oil vinegar dressing
OK,"Blueberries, 11 oz",812049006901,"Blueberries, 11 oz",Unbranded,,2.5,4.98,"['http://scene7.targetimg1.com/is/image/Target/13208898?wid=1000&hei=1000', 'http://i5.walmartimages.com/asr/fedef562-6bbb-4f41-aa85-3f0899afccb9_1.4e26d51fd0ad1ffb5cdc643864ca1870.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'http://c.shld.net/rpx/i/s/i/spin/10069931/prod_1388107612', 'http://c.shld.net/rpx/i/s/i/spin/10069931/prod_1388107612']",812049006901,Blueberries,Naturipe,Blueberries,100,Fresh,Produce
OK,"Hershey's Simply 5 Chocolate Syrup, 21.8 oz",034000312733,"HERSHEY'S Simply 5 Syrup Genuine Chocolate Flavor. Hershey's Simply 5 Genuine Chocolate Flavor Syrup.5 simple ingredients. Since 1894.Non GMO ingredients.45 calories per 1 tbsp. Hershey's chocolate syrup tastes great in many ways. For delicious recipes, visit us at www. hersheyskitchens.com. Gluten free as always. Questions or comments?askhershey.com or 800-468-1714.Visit us at hersheys.com.The same delicious HERSHEY'S Syrup that you know and love with only 5 ingredientsNon-GMO ingredients include cane sug...",The Hershey Company,,2.51,71.53,"['https://d29pz51ispcyrv.cloudfront.net/images/I/yquPu4P4ZMXR2rE63.MD256.JPEG', 'https://jetimages.jetcdn.net/md5/1dce489d8894206c220053f6a7a459f9.500', 'https://target.scene7.com/is/image/Target/GUEST_1da17582-042f-4d40-9397-ce3c8d308fc0?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/0d8dcafa-cd6a-451f-ae2a-f5dcfc8e0f56_1.b5333c75d2357a4989e743fd16a701db.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'https://tshop.r10s.com/d11/267/5a70/2cde/6037/173c/423e/114ae88dc654ab3a295add.JPG?_ex=512x512', 'http://site.unbeatablesale.com/GNFI12532.JPG']",034000312733,Chocolate Syrup,Hershey's,Chocolate Syrup,41,"Jams, Syrup, & Honey",Spreads dips
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110001979,Bread ,Private Selection,Whole Wheat Bread ,77,Bread Products,Grains
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110016195,Peanut Butter,Kroger,Crunchy Peanut Butter,75,Nut & Seed Butter,Spreads dips
OK,NA,NA,NA,NA,NA,NA,NA,NA,688267094248,New England Style Enriched Hot Dog Rolls,Stop & Shop Brand,New England Style Enriched Hot Dog Rolls,85,Bread Products,Grains
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,000000003406,White MUSHROOMS,,White MUSHROOMS,100,Fresh,Produce
OK,"DiGiorno Cheese Stuffed Supreme Pizza, 26.4 Oz (Frozen)",071921825881,"DIGIORNO CHEESE STUFFED CRUST frozen pizza is the best. How do we know? Each pizza is made with only the best stuff, without any artificial flavors. We start with our preservative free crust, stuffed full with cheese and then topped with our signature sauce, made from scratch using California vine ripened tomatoes. Next, we layer on mouthwatering toppings and 100% real cheese. The result? The undeniably delicious taste of DIGIORNO frozen pizza that can only come from the best place of all: your",DiGiorno,,8.99,10.11,['https://jetimages.jetcdn.net/md5/87221150b23bb2365106a99a9d53b225.500'],071921825881,Pizza,DiGiorno,Cheese Stuffed Crust Supreme Pizza,11,Meals & Entrees,Prepared meals
OK,NA,NA,NA,NA,NA,NA,NA,NA,021130031559,Eggs,Lucerne,"Eggs, Large",90,Eggs & Substitutes,Dairy and eggs
OK,NA,NA,NA,NA,NA,NA,NA,NA,044100101380,Egg Nog,Hood,"Egg Nog, Limited Edition Golden",44,Milk & Substitutes,Dairy and eggs
OK,Fleischmann's ActiveDry Yeast Original - 3 CT,040100009282,Fleischmann's Active Dry Yeast: All naturalFleischmann's yeast is gluten freeKosher,Ach Food Companies,,0,82.26,"['https://jetimages.jetcdn.net/md5/39760d215eea7304b785de734a3d93e5.500', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/1/803441.jpg', 'https://target.scene7.com/is/image/Target/GUEST_3591562c-5ef6-48db-92ad-fae7e9a83b03?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/13704a16-ed9b-4ea4-85c9-008d148d44a5_1.10956eb81792f0a13e8516bf2d8651d6.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'https://tshop.r10s.com/aa3/d66/d0c0/8b44/b017/185f/5e14/116be889a554ab3a295840.gif?_ex=512x512', 'http://www.meijer.com/assets/product_images/styles/xlarge/1001029_040100009282_A_400.jpg']",040100009282,Yeast,Fleischmanns,"Yeast, Original",70,"Baking Soda, Powder, & Extracts",Baking ingredients
OK,Cilantro EA,033383801049,Find Fruit And Vegetables at Target.com! Cilantro EA,,,0.49,0.79,['http://scene7.targetimg1.com/is/image/Target/15006468?wid=1000&hei=1000'],033383801049,Cilantro,,Fresh Bunched Cilantro,100,Fresh,Produce
OK,"Mott's Natural Applesauce, 23 oz",014800001815,"Mott's has new packaging graphics. Mott's Natural Applesauce has been renamed Mott? s Unsweetened Applesauce. Same great flavor, new name. Great as a snack, side dish or baking alternativeAn excellent source of vitamin C and no added sugar",Mott's LLP,,0,17.72,"['https://jetimages.jetcdn.net/md5/59cee4c91afb69054c0cc342f1b15a0a.500', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/0/1219040.jpg', 'https://i5.walmartimages.com/asr/976d29d8-537c-4729-ba4a-a327221f3c2e_1.6fec4952eab62472e497a40d93e3d47b.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",014800001815,Applesauce,Mott's,Natural Applesauce,89,Packaged,Produce
